coordinates,url,magnitude,places,time,excel time,
"[-117.8458333, 34.1895, 11.13]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38013104,0.65,"6km NNE of Glendora, CA",1.50661E+12,9/28/2017 14:57:39.250 ,
"[-127.1635, 40.1378333, 15.62]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900571,3.21,"251km W of Ferndale, California",1.50661E+12,9/28/2017 14:53:34.710 ,
"[-118.9008333, 37.6511667, 2.08]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900566,0.3,"6km E of Mammoth Lakes, California",1.50661E+12,9/28/2017 14:38:19.090 ,
"[-118.9236667, 37.586, 0.12]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900561,0.26,"8km SSE of Mammoth Lakes, California",1.50661E+12,9/28/2017 14:37:03.010 ,
"[-111.4213333, 42.5936667, 5.84]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249947,1.1,"16km ESE of Soda Springs, Idaho",1.50661E+12,9/28/2017 14:29:35.840 ,
"[-118.8209991, 37.6066666, 4.05]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900556,1.12,"14km ESE of Mammoth Lakes, California",1.50661E+12,9/28/2017 14:22:55.930 ,
"[-118.8853333, 37.5401667, 1.24]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900551,0.52,"14km SSE of Mammoth Lakes, California",1.50661E+12,9/28/2017 14:19:41.350 ,
"[-111.4156667, 42.5911667, 5.46]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249942,1.52,"17km ESE of Soda Springs, Idaho",1.50661E+12,9/28/2017 14:19:01.480 ,
"[-153.4995, 59.282, 98.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16932247,2.1,"95km ESE of Old Iliamna, Alaska",1.50661E+12,9/28/2017 14:15:50.712 ,
"[-118.9026, 38.4087, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607439,0.4,"27km WSW of Hawthorne, Nevada",1.50661E+12,9/28/2017 13:55:56.134 ,
"[-150.1075, 61.1056, 49.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16932246,1.4,"16km SW of Anchorage, Alaska",1.50661E+12,9/28/2017 13:55:33.995 ,
"[-153.3566, 59.8225, 132.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16932241,2.4,"81km SSW of Redoubt Volcano, Alaska",1.50661E+12,9/28/2017 13:43:37.414 ,
"[-118.4887, 38.6992, 5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607373,1.4,"22km NNE of Hawthorne, Nevada",1.50661E+12,9/28/2017 13:38:40.785 ,
"[-149.5382, 63.0052, 72.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16932239,1.5,"52km SW of Cantwell, Alaska",1.50661E+12,9/28/2017 13:32:20.122 ,
"[-118.8213333, 37.6083333, 4.32]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900536,0.87,"14km ESE of Mammoth Lakes, California",1.50661E+12,9/28/2017 13:30:27.870 ,
"[-119.0199966, 37.5251656, 3.76]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900531,1.59,"14km SSW of Mammoth Lakes, California",1.50661E+12,9/28/2017 13:27:18.040 ,
"[-121.905, 48.2358333, 11.65]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61334636,1.41,"12km ENE of Arlington Heights, Washington",1.5066E+12,9/28/2017 13:23:12.060 ,
"[-119.0355, 37.5203333, 3.05]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900526,0.45,"15km SSW of Mammoth Lakes, California",1.5066E+12,9/28/2017 13:15:42.020 ,
"[-122.078, 37.6633333, 7.74]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900521,1.23,"0km SSE of Hayward, California",1.5066E+12,9/28/2017 13:10:42.090 ,
"[-116.7573333, 33.705, 16.34]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38013056,0.57,"5km SW of Idyllwild, CA",1.5066E+12,9/28/2017 13:04:10.780 ,
"[-118.8475, 37.5421667, 3.09]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900516,0.54,"16km SE of Mammoth Lakes, California",1.5066E+12,9/28/2017 12:57:09.560 ,
"[-116.7925, 33.499, 4.71]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38013048,0.27,"9km NE of Aguanga, CA",1.5066E+12,9/28/2017 12:54:26.570 ,
"[-111.4403333, 42.584, 3.5]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249937,2.05,"15km ESE of Soda Springs, Idaho",1.5066E+12,9/28/2017 12:49:24.450 ,
"[-118.8318333, 37.6128333, 3.31]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900506,0.42,"12km ESE of Mammoth Lakes, California",1.5066E+12,9/28/2017 12:34:50.870 ,
"[-151.0745, 65.8812, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16931477,1.4,"91km NNE of Tanana, Alaska",1.5066E+12,9/28/2017 12:21:44.107 ,
"[-118.8818359, 37.5299988, 2.75]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900496,1.48,"15km SSE of Mammoth Lakes, California",1.5066E+12,9/28/2017 12:19:38.030 ,
"[-116.9311, 36.416, 5.9]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607437,0,"56km SSW of Beatty, Nevada",1.5066E+12,9/28/2017 12:15:13.717 ,
"[-148.174, 61.7151, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16931475,1.2,"36km ESE of Sutton-Alpine, Alaska",1.5066E+12,9/28/2017 12:14:02.484 ,
"[-118.878, 37.524, 2.74]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900486,0.59,"16km SSE of Mammoth Lakes, California",1.5066E+12,9/28/2017 12:08:16.910 ,
"[-122.8223343, 38.8395004, 1.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900481,0.74,"8km WNW of Cobb, California",1.5066E+12,9/28/2017 12:08:03.410 ,
"[-118.8803333, 37.5318333, 2.69]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900476,0.89,"15km SSE of Mammoth Lakes, California",1.5066E+12,9/28/2017 11:57:58.040 ,
"[-118.8885, 37.5383333, 1.42]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900471,0.65,"14km SSE of Mammoth Lakes, California",1.5066E+12,9/28/2017 11:45:27.590 ,
"[-122.8253333, 38.8401667, 1.73]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900446,2.75,"9km WNW of Cobb, California",1.5066E+12,9/28/2017 11:37:57.940 ,
"[-118.8201667, 37.6071667, 4.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900451,0.59,"14km ESE of Mammoth Lakes, California",1.5066E+12,9/28/2017 11:36:50.870 ,
"[-151.4189, 62.1612, 87.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16930710,2.2,"70km WSW of Talkeetna, Alaska",1.5066E+12,9/28/2017 11:34:50.657 ,
"[-118.8788333, 37.5328333, 3.46]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900441,0.62,"15km SSE of Mammoth Lakes, California",1.5066E+12,9/28/2017 11:32:26.750 ,
"[140.558, 28.7786, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000avvw,5.3,"248km NW of Chichi-shima, Japan",1.5066E+12,9/28/2017 11:29:45.690 ,
"[-122.394, 45.9341667, 9.08]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61334621,0.81,"4km ENE of Amboy, Washington",1.5066E+12,9/28/2017 11:21:27.210 ,
"[-116.2347, 36.8756, 6.8]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607359,-0.2,"46km E of Beatty, Nevada",1.5066E+12,9/28/2017 11:15:56.763 ,
"[-116.492, 32.9393333, 11.47]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38013008,0.67,"14km NNE of Pine Valley, CA",1.5066E+12,9/28/2017 11:08:56.090 ,
"[-116.7911667, 33.5016667, 4.84]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38013000,0.39,"10km NE of Aguanga, CA",1.5066E+12,9/28/2017 11:07:01.160 ,
"[-119.4856667, 38.5015, 5.55]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900431,1.92,"33km SSW of Smith Valley, Nevada",1.5066E+12,9/28/2017 11:05:53.080 ,
"[176.5886, 51.4664, 25.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16930708,3.2,"99km SW of Kiska Volcano, Alaska",1.5066E+12,9/28/2017 10:45:13.808 ,
"[-118.8385, 37.5381667, 1.74]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900421,0.61,"17km SE of Mammoth Lakes, California",1.5066E+12,9/28/2017 10:41:12.200 ,
"[-117.8386667, 33.9323333, 12.83]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012992,0.82,"5km NNW of Yorba Linda, CA",1.5066E+12,9/28/2017 10:37:34.670 ,
"[-121.096, 36.5531667, 9.44]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900416,1.17,"25km NE of Soledad, California",1.50659E+12,9/28/2017 10:35:35.360 ,
"[-118.8308333, 37.5388333, 4.7]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900411,0.72,"17km SE of Mammoth Lakes, California",1.50659E+12,9/28/2017 10:33:09.260 ,
"[-117.0901, 37.3995, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607429,-0.3,"36km SSE of Goldfield, Nevada",1.50659E+12,9/28/2017 10:29:16.245 ,
"[-117.8818, 38.1843, 5.6]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607422,0.8,"58km WNW of Tonopah, Nevada",1.50659E+12,9/28/2017 10:26:33.998 ,
"[-118.8881667, 37.5393333, 2.19]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900406,0.33,"14km SSE of Mammoth Lakes, California",1.50659E+12,9/28/2017 10:24:02.240 ,
"[-151.338, 63.1851, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16930706,1.2,"114km NNW of Talkeetna, Alaska",1.50659E+12,9/28/2017 10:18:15.889 ,
"[-117.6855, 35.8388333, 4.14]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012984,1.12,"23km ESE of Little Lake, CA",1.50659E+12,9/28/2017 10:08:35.340 ,
"[-122.8053333, 38.8521667, 0.65]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900401,0.47,"7km WNW of Cobb, California",1.50659E+12,9/28/2017 10:06:42.240 ,
"[-119.6879, 40.0839, 12]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607421,0.6,"48km N of Spanish Springs, Nevada",1.50659E+12,9/28/2017 09:57:35.447 ,
"[-118.8396667, 37.5121667, 3.96]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900396,0.44,"19km SE of Mammoth Lakes, California",1.50659E+12,9/28/2017 09:57:09.870 ,
"[-118.8219986, 37.6078339, 4.11]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900391,1.54,"13km ESE of Mammoth Lakes, California",1.50659E+12,9/28/2017 09:50:22.300 ,
"[-116.3898333, 33.1953333, 9.45]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012968,0.53,"7km SSW of Borrego Springs, CA",1.50659E+12,9/28/2017 09:45:22.090 ,
"[-116.7703333, 33.5086667, 8.59]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012960,0.02,"10km WSW of Anza, CA",1.50659E+12,9/28/2017 09:43:06.760 ,
"[-118.8876667, 37.5388333, 1.73]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900386,0.49,"14km SSE of Mammoth Lakes, California",1.50659E+12,9/28/2017 09:42:50.690 ,
"[-150.3689, 61.3755, 23.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16930705,1.1,"27km SW of Big Lake, Alaska",1.50659E+12,9/28/2017 09:40:30.653 ,
"[-115.8343333, 32.7346667, 5.37]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012952,1.31,"15km E of Ocotillo, CA",1.50659E+12,9/28/2017 09:32:15.600 ,
"[-116.803, 33.5093333, 2.21]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012944,0.09,"9km NE of Aguanga, CA",1.50659E+12,9/28/2017 09:20:46.540 ,
"[-155.4213333, 19.3921667, 9.534]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61924526,1.45,"19km WSW of Volcano, Hawaii",1.50659E+12,9/28/2017 09:20:18.070 ,
"[-122.2205, 38.0631667, 9.05]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900381,1.63,"1km NNW of Crockett, California",1.50659E+12,9/28/2017 09:18:04.210 ,
"[-66.6261, -23.7242, 196.73]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000avu4,4.4,"63km NNW of San Antonio de los Cobres, Argentina",1.50659E+12,9/28/2017 09:06:03.580 ,
"[-116.7943333, 33.512, 5.46]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012936,0.54,"10km NE of Aguanga, CA",1.50659E+12,9/28/2017 09:03:43.000 ,
"[-116.7675, 33.3251667, 12.65]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012928,1.18,"9km N of Lake Henshaw, CA",1.50659E+12,9/28/2017 08:58:27.820 ,
"[-120.159, 47.6718333, 2.51]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61334591,0.54,"3km E of Entiat, Washington",1.50659E+12,9/28/2017 08:54:37.390 ,
"[-149.7058, 62.131, 34.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16929945,2.3,"8km ESE of Y, Alaska",1.50659E+12,9/28/2017 08:52:34.779 ,
"[-143.5831, 66.8477, 2.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16929940,2.8,"81km ENE of Fort Yukon, Alaska",1.50659E+12,9/28/2017 08:49:02.301 ,
"[-118.9118, 38.3801, 6.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607351,1.4,"29km WSW of Hawthorne, Nevada",1.50659E+12,9/28/2017 08:45:43.442 ,
"[-147.4437, 61.9903, 29.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16929936,2,"77km ENE of Sutton-Alpine, Alaska",1.50659E+12,9/28/2017 08:39:44.225 ,
"[-117.7446667, 33.8568333, 8.75]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012920,0.85,"7km ESE of Yorba Linda, CA",1.50659E+12,9/28/2017 08:34:51.730 ,
"[-116.5238333, 33.5045, 14.38]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012912,0.38,"15km ESE of Anza, CA",1.50659E+12,9/28/2017 08:32:09.920 ,
"[-122.8235016, 38.8390007, 1.19]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900361,0.81,"8km WNW of Cobb, California",1.50659E+12,9/28/2017 08:24:14.550 ,
"[-118.8781667, 37.533, 3.62]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900356,0.82,"15km SSE of Mammoth Lakes, California",1.50659E+12,9/28/2017 08:13:24.690 ,
"[-118.8796692, 37.536335, 2.76]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900351,1.28,"14km SSE of Mammoth Lakes, California",1.50659E+12,9/28/2017 08:13:06.830 ,
"[117.1706, -10.7291, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000avte,4.7,"210km S of Besisora, Indonesia",1.50659E+12,9/28/2017 08:12:59.850 ,
"[145.2449, 20.2657, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000avtg,5.3,"47km SE of Farallon de Pajaros, Northern Mariana Islands",1.50659E+12,9/28/2017 08:11:56.130 ,
"[-149.7694, 61.6101, 47.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16929174,2.3,"3km SE of Houston, Alaska",1.50659E+12,9/28/2017 08:11:12.361 ,
"[-118.8251648, 37.6090012, 3.72]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900346,1.27,"13km ESE of Mammoth Lakes, California",1.50659E+12,9/28/2017 08:07:33.180 ,
"[-121.6315, 48.074, -0.77]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61334586,2.19,"20km S of Darrington, Washington",1.50659E+12,9/28/2017 08:05:33.680 ,
"[-118.8188324, 37.6054993, 3.87]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900341,1.11,"14km ESE of Mammoth Lakes, California",1.50659E+12,9/28/2017 08:03:22.740 ,
"[-119.6237, 38.7874, 8.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607345,1.8,"15km SE of Gardnerville Ranchos, Nevada",1.50659E+12,9/28/2017 08:00:02.623 ,
"[-155.1618, 58.2293, 9.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16929171,1.5,"101km ESE of King Salmon, Alaska",1.50659E+12,9/28/2017 07:56:54.506 ,
"[-148.0628, 64.7717, 10.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16933832,0,"8km SSW of Ester, Alaska",1.50659E+12,9/28/2017 07:56:10.876 ,
"[-118.8416667, 37.5418333, 3.85]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900331,0.49,"16km SE of Mammoth Lakes, California",1.50659E+12,9/28/2017 07:55:55.820 ,
"[-155.8651667, 19.4303333, 13.243]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61924441,1.7,"2km S of Honaunau-Napoopoo, Hawaii",1.50659E+12,9/28/2017 07:55:50.220 ,
"[-122.7558365, 38.7878342, 1.78]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900326,1.6,"1km N of The Geysers, California",1.50659E+12,9/28/2017 07:55:22.580 ,
"[-166.2304, 65.3341, 1.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16929167,2.4,"100km NNW of Nome, Alaska",1.50659E+12,9/28/2017 07:53:39.568 ,
"[-149.7632, 61.6155, 48.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16929164,1.6,"3km ESE of Houston, Alaska",1.50659E+12,9/28/2017 07:52:31.006 ,
"[-119.6325, 38.7911, 6.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607342,1.4,"14km SE of Gardnerville Ranchos, Nevada",1.50658E+12,9/28/2017 07:48:42.597 ,
"[-119.0071667, 37.5411667, 1.64]",https://earthquake.usgs.gov/earthquakes/eventpage/nc71107579,0.43,"12km SSW of Mammoth Lakes, California",1.50658E+12,9/28/2017 07:41:54.650 ,
"[-118.844, 37.5428333, 3.32]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900321,0.59,"16km SE of Mammoth Lakes, California",1.50658E+12,9/28/2017 07:41:25.550 ,
"[-116.8268333, 33.724, 15.62]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012880,0.37,"7km ESE of Valle Vista, CA",1.50658E+12,9/28/2017 07:39:55.310 ,
"[-118.8178333, 34.8665, 6.68]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012872,1.17,"5km ENE of Lebec, CA",1.50658E+12,9/28/2017 07:32:39.450 ,
"[-118.9648333, 37.6141667, 0.71]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900316,-0.08,"3km S of Mammoth Lakes, California",1.50658E+12,9/28/2017 07:27:53.360 ,
"[-69.1659, 45.241, 4.82]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000awdi,1.5,"8km NE of Dover-Foxcroft, Maine",1.50658E+12,9/28/2017 07:22:22.200 ,
"[141.4054, 37.4649, 44.08]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000avsq,4.8,"35km E of Namie, Japan",1.50658E+12,9/28/2017 07:11:29.240 ,
"[-118.889, 37.5286667, 1.38]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900311,0.56,"15km SSE of Mammoth Lakes, California",1.50658E+12,9/28/2017 07:09:57.810 ,
"[-159.6388, 67.5779, 3.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16928412,1.8,"140km WNW of Kobuk, Alaska",1.50658E+12,9/28/2017 07:01:00.328 ,
"[-148.8649, 64.7446, 19.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16928410,0.7,"21km NNE of North Nenana, Alaska",1.50658E+12,9/28/2017 06:50:04.305 ,
"[-150.2077, 61.1008, 3.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16928397,2.1,"21km SW of Anchorage, Alaska",1.50658E+12,9/28/2017 06:36:41.214 ,
"[-149.7751, 66.0669, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16928399,1.3,"125km NNE of Manley Hot Springs, Alaska",1.50658E+12,9/28/2017 06:36:36.460 ,
"[-117.2155, 34.0006667, 16.33]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012864,0.8,"7km SE of Loma Linda, CA",1.50658E+12,9/28/2017 06:30:56.390 ,
"[-122.7976685, 38.8260002, 2.61]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900296,0.93,"6km W of Cobb, California",1.50658E+12,9/28/2017 06:23:36.200 ,
"[-118.8793333, 37.5361667, 3.37]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900291,0.9,"14km SSE of Mammoth Lakes, California",1.50658E+12,9/28/2017 06:17:25.860 ,
"[-118.8818333, 37.5336667, 1.73]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900286,0.85,"15km SSE of Mammoth Lakes, California",1.50658E+12,9/28/2017 06:13:34.500 ,
"[-118.88, 37.5365, 3.19]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900281,1.14,"14km SSE of Mammoth Lakes, California",1.50658E+12,9/28/2017 06:12:11.440 ,
"[-149.1, 61.7585, 16.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16928394,1.6,"7km ENE of Fishhook, Alaska",1.50658E+12,9/28/2017 06:08:27.903 ,
"[-117.7676667, 36.0251667, 1.05]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012840,0.96,"16km NE of Little Lake, CA",1.50658E+12,9/28/2017 06:07:05.230 ,
"[-117.8848333, 33.8468333, 11.18]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012832,1,"1km NNE of Anaheim, CA",1.50658E+12,9/28/2017 06:04:39.490 ,
"[-112.2858333, 41.5141667, 1.58]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249902,1.26,"21km WNW of Perry, Utah",1.50658E+12,9/28/2017 06:01:12.190 ,
"[-111.4205, 42.5195, 5.83]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249897,1.56,"21km SE of Soda Springs, Idaho",1.50658E+12,9/28/2017 05:56:01.990 ,
"[-118.88, 37.5361667, 3.32]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900271,0.75,"14km SSE of Mammoth Lakes, California",1.50658E+12,9/28/2017 05:43:12.020 ,
"[-118.3356, 38.5643, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607420,-0.1,"25km E of Hawthorne, Nevada",1.50658E+12,9/28/2017 05:38:26.159 ,
"[-118.877, 37.5208333, 3.29]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900266,0.73,"16km SSE of Mammoth Lakes, California",1.50658E+12,9/28/2017 05:37:27.950 ,
"[-151.4519, 60.4702, 49.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16927642,2.5,"10km WNW of Kalifornsky, Alaska",1.50658E+12,9/28/2017 05:35:56.542 ,
"[-118.901, 38.366, 6.2]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607333,0.9,"29km SW of Hawthorne, Nevada",1.50658E+12,9/28/2017 05:33:49.653 ,
"[-117.8728333, 36.0876667, 1.53]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012816,0.52,"8km NE of Coso Junction, CA",1.50658E+12,9/28/2017 05:29:55.620 ,
"[-117.4561667, 34.2316667, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012808,0.42,"5km SE of Lytle Creek, CA",1.50658E+12,9/28/2017 05:20:04.610 ,
"[-147.9371, 64.4345, 12]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16927639,1.1,"45km SSW of Badger, Alaska",1.50658E+12,9/28/2017 05:19:49.243 ,
"[-118.8878333, 37.5375, 1.47]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900256,0.64,"14km SSE of Mammoth Lakes, California",1.50658E+12,9/28/2017 05:12:38.050 ,
"[-94.9228, 16.6784, 58.25]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000avrg,4.2,"22km ENE of San Jeronimo Ixtepec, Mexico",1.50658E+12,9/28/2017 05:08:41.430 ,
"[-150.9601, 61.6771, 57.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16927634,1.4,"49km W of Willow, Alaska",1.50657E+12,9/28/2017 05:00:06.948 ,
"[-96.8025, 35.9915, 5.225]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000avr9,3,"3km WNW of Cushing, Oklahoma",1.50657E+12,9/28/2017 04:56:33.800 ,
"[-117.6471667, 35.9348333, 3.61]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38012792,0.73,"23km E of Little Lake, CA",1.50657E+12,9/28/2017 04:46:03.460 ,
"[-118.8768333, 37.5318333, 2.55]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900251,1.08,"15km SSE of Mammoth Lakes, California",1.50657E+12,9/28/2017 04:33:21.460 ,
"[-118.8668333, 37.6273333, -0.01]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900246,0.15,"9km ESE of Mammoth Lakes, California",1.50657E+12,9/28/2017 04:28:02.760 ,
"[-118.8255, 37.4548333, 2.13]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900241,2.37,"25km SSE of Mammoth Lakes, California",1.50657E+12,9/28/2017 04:24:24.450 ,
"[-121.0883333, 36.5915, 6.51]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900236,1.11,"28km NE of Soledad, California",1.50657E+12,9/28/2017 04:13:58.110 ,
"[-98.1712, 37.3741, 5]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000avr1,2.8,"16km NW of Harper, Kansas",1.50657E+12,9/28/2017 04:02:38.890 ,
"[-118.8829, 38.4114, 10.8]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607411,0.6,"25km WSW of Hawthorne, Nevada",1.50657E+12,9/28/2017 03:59:41.481 ,
"[-98.1535, 37.3739, 5]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000avqw,3.2,"14km NW of Harper, Kansas",1.50657E+12,9/28/2017 03:56:54.630 ,
"[151.8102, -5.2471, 64.55]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000avr2,4.9,"111km SSW of Kokopo, Papua New Guinea",1.50657E+12,9/28/2017 03:56:28.200 ,
"[-118.8906667, 37.5365, 0.96]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900221,0.6,"14km SSE of Mammoth Lakes, California",1.50657E+12,9/28/2017 03:46:05.440 ,
"[-118.8788333, 37.5315, 2.34]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900206,1.12,"15km SSE of Mammoth Lakes, California",1.50657E+12,9/28/2017 03:39:13.990 ,
"[-120.1911667, 36.1748333, 16.31]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900201,1.78,"8km WSW of Huron, California",1.50657E+12,9/28/2017 03:37:48.050 ,
"[-121.7905, 37.4568333, 6.64]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900211,0.76,"8km NNE of East Foothills, California",1.50657E+12,9/28/2017 03:36:57.550 ,
"[-120.0201, 39.5847, 8.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607722,-0.1,"7km NNW of Verdi, Nevada",1.50657E+12,9/28/2017 03:32:49.625 ,
"[-118.8698333, 37.5296667, 1.45]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72900196,0.17,"15km SE of Mammoth Lakes, California",1.50657E+12,9/28/2017 03:29:31.140 ,
